Student_ID,Enrollment_Date,Region,City,Course_Name,Learning_Mode,Fees_Paid,Attendance_Percent,Course_Status,Placement_Status
4010614,2022-04-01,North,Chandigarh,Web Development,Online,60951,60,Completed,Not Placed
4010615,2021-09-17,East,Bhubaneswar,Python,Offline,59956,58,Completed,Not Placed
4010616,2023-10-05,North,Lucknow,Data Science,Hybrid,107064,63,Dropped,Not Eligible
4010617,2022-06-13,East,Bhubaneswar,Data Science,Online,126352,61,Completed,Placed
4010618,2021-04-27,North,Lucknow,Data Science,Offline,120672,97,Completed,Placed
4010619,2021-07-15,South,Chennai,Python,Online,73870,93,Completed,Placed
4010620,2024-02-23,West,Mumbai,Web Development,Offline,62616,56,Completed,Placed
4010621,2022-11-30,North,Lucknow,Python,Hybrid,58752,34,Ongoing,Not Eligible
4010622,2021-10-25,West,Ahmedabad,Data Science,Offline,132851,47,Completed,Placed
4010623,2024-12-18,West,Pune,Python,Online,62038,46,Completed,Not Placed
4010624,2024-12-18,East,Bhubaneswar,Web Development,Online,57734,57,Completed,Not Placed
4010625,2024-05-03,North,Delhi,Cloud Computing,Hybrid,83852,100,Completed,Placed
4010626,2021-10-17,North,Chandigarh,Python,Online,50218,90,Completed,Not Placed
4010627,2024-05-03,North,Chandigarh,Python,Online,70061,75,Completed,Not Placed
4010628,2023-08-11,North,Lucknow,Web Development,Online,92738,62,Completed,Placed
4010629,2021-09-03,North,Lucknow,Data Science,Online,100763,100,Completed,Not Placed
4010630,2024-08-16,South,Chennai,Python,Offline,71014,41,Completed,Placed
4010631,2022-07-17,Central,Bhopal,Data Science,Online,121006,44,Completed,Placed
4010632,2021-03-25,South,Chennai,Cloud Computing,Offline,91534,37,Completed,Not Placed
4010633,2022-08-23,North,Chandigarh,Cyber Security,Online,79771,72,Ongoing,Not Eligible
4010634,2024-11-20,South,Bangalore,AI / ML,Online,150365,85,Completed,Placed
4010635,2022-03-24,South,Hyderabad,Cloud Computing,Online,79978,39,Completed,Not Placed
4010636,2024-11-04,West,Mumbai,Cyber Security,Hybrid,84839,38,Ongoing,Not Eligible
4010637,2021-09-10,West,Mumbai,Python,Hybrid,59900,34,Completed,Not Placed
4010638,2021-12-12,East,Kolkata,Web Development,Hybrid,72369,57,Completed,Not Placed
4010639,2022-06-01,West,Mumbai,Data Science,Offline,142454,63,Completed,Placed
4010640,2023-03-04,West,Pune,AI / ML,Online,122963,67,Completed,Not Placed
4010641,2022-08-07,West,Mumbai,Web Development,Online,71616,76,Ongoing,Not Eligible
4010642,2023-02-21,North,Delhi,Cloud Computing,Online,95728,96,Dropped,Not Eligible
4010643,2022-12-03,East,Bhubaneswar,Python,Hybrid,46574,58,Dropped,Not Eligible
4010644,2022-12-08,South,Chennai,Cloud Computing,Offline,99540,97,Ongoing,Not Eligible
4010645,2022-09-23,West,Ahmedabad,Cloud Computing,Online,82250,22,Completed,Not Placed
4010646,2024-11-05,North,Lucknow,Cyber Security,Offline,98411,79,Completed,Not Placed
4010647,2024-07-08,North,Delhi,Web Development,Offline,85671,35,Ongoing,Not Eligible
4010648,2023-12-13,South,Bangalore,Web Development,Online,77058,54,Completed,Not Placed
4010649,2024-12-31,West,Pune,Data Science,Online,133583,69,Completed,Not Placed
4010650,2024-02-24,North,Lucknow,Cyber Security,Offline,115506,91,Completed,Not Placed
4010651,2024-11-11,North,Delhi,Cyber Security,Online,94440,89,Completed,Placed
4010652,2023-04-11,West,Pune,Data Science,Online,126211,73,Completed,Placed
4010653,2021-09-22,East,Bhubaneswar,Python,Online,67926,49,Ongoing,Not Eligible
4010654,2021-11-21,West,Mumbai,Data Science,Online,99874,65,Dropped,Not Eligible
4010655,2023-12-21,North,Lucknow,Data Science,Online,113365,41,Completed,Not Placed
4010656,2023-09-19,West,Mumbai,Cyber Security,Online,96133,92,Ongoing,Not Eligible
4010657,2022-08-17,West,Pune,Cloud Computing,Offline,88692,83,Completed,Not Placed
4010658,2022-07-11,North,Lucknow,Cloud Computing,Online,105834,81,Completed,Placed
4010659,2023-09-29,South,Bangalore,AI / ML,Online,127348,44,Completed,Not Placed
4010660,2022-02-20,East,Bhubaneswar,AI / ML,Online,122149,53,Completed,Not Placed
4010661,2022-06-07,West,Mumbai,Cloud Computing,Online,86751,73,Completed,Placed
4010662,2022-04-12,West,Ahmedabad,Python,Hybrid,62586,83,Completed,Placed
4010663,2021-07-10,West,Ahmedabad,Web Development,Offline,71919,78,Dropped,Not Eligible
4010664,2024-08-09,East,Kolkata,Python,Hybrid,40739,79,Completed,Not Placed
4010665,2022-12-12,North,Delhi,Python,Hybrid,70110,53,Ongoing,Not Eligible
4010666,2021-01-22,South,Bangalore,Web Development,Hybrid,60345,64,Dropped,Not Eligible
4010667,2022-08-24,North,Chandigarh,AI / ML,Online,141382,53,Completed,Placed
4010668,2023-04-14,West,Ahmedabad,Python,Online,55004,33,Completed,Not Placed
4010669,2022-11-16,West,Mumbai,Web Development,Offline,80777,65,Completed,Not Placed
4010670,2022-02-22,South,Chennai,Data Science,Online,121414,41,Completed,Not Placed
4010671,2022-02-14,North,Delhi,Cyber Security,Online,89276,90,Completed,Placed
4010672,2022-10-11,East,Bhubaneswar,Python,Online,59042,70,Ongoing,Not Eligible
4010673,2024-07-19,East,Kolkata,Cloud Computing,Online,105365,65,Completed,Placed
4010674,2024-07-16,Central,Bhopal,AI / ML,Offline,134310,52,Completed,Not Placed
4010675,2021-09-22,North,Delhi,AI / ML,Hybrid,143577,96,Ongoing,Not Eligible
4010676,2022-06-25,North,Delhi,Data Science,Online,122551,56,Completed,Not Placed
4010677,2022-11-15,West,Ahmedabad,Cyber Security,Offline,98678,43,Completed,Placed
4010678,2024-06-03,Central,Indore,Web Development,Online,70874,84,Completed,Not Placed
4010679,2021-03-26,North,Lucknow,Data Science,Online,123945,65,Ongoing,Not Eligible
4010680,2022-03-05,North,Delhi,Web Development,Offline,68503,50,Ongoing,Not Eligible
4010681,2023-08-14,South,Hyderabad,Python,Online,64425,93,Completed,Not Placed
4010682,2022-11-11,West,Mumbai,Data Science,Online,124794,75,Completed,Placed
4010683,2021-10-27,West,Mumbai,Cloud Computing,Online,105849,58,Completed,Not Placed
4010684,2022-08-02,South,Bangalore,Python,Online,76331,58,Completed,Not Placed
4010685,2024-02-03,North,Lucknow,Data Science,Offline,132978,65,Completed,Not Placed
4010686,2022-01-27,East,Kolkata,AI / ML,Online,120913,25,Ongoing,Not Eligible
4010687,2023-01-21,North,Chandigarh,Cloud Computing,Offline,89396,70,Completed,Not Placed
4010688,2024-04-23,West,Pune,Cloud Computing,Online,90396,59,Completed,Not Placed
4010689,2021-12-25,South,Hyderabad,Web Development,Online,76821,70,Ongoing,Not Eligible
4010690,2022-06-29,South,Hyderabad,Web Development,Offline,71596,77,Completed,Placed
4010691,2023-04-01,East,Kolkata,AI / ML,Online,129264,64,Dropped,Not Eligible
4010692,2022-12-25,West,Ahmedabad,Web Development,Online,65485,57,Dropped,Not Eligible
4010693,2022-11-14,West,Pune,Web Development,Online,73923,87,Ongoing,Not Eligible
4010694,2023-01-07,West,Pune,Web Development,Online,80500,100,Ongoing,Not Eligible
4010695,2022-09-18,North,Chandigarh,Python,Online,53450,41,Completed,Not Placed
4010696,2024-06-30,East,Kolkata,Cyber Security,Offline,92670,41,Completed,Not Placed
4010697,2022-11-04,Central,Indore,Python,Online,67254,45,Dropped,Not Eligible
4010698,2021-10-19,North,Lucknow,Python,Offline,47905,40,Completed,Not Placed
4010699,2024-01-06,Central,Indore,Cloud Computing,Online,83091,28,Ongoing,Not Eligible
4010700,2023-09-04,North,Delhi,Data Science,Offline,135456,47,Ongoing,Not Eligible
4010701,2022-07-11,South,Bangalore,Cyber Security,Offline,93241,83,Completed,Not Placed
4010702,2024-02-18,West,Mumbai,Data Science,Hybrid,121854,84,Ongoing,Not Eligible
4010703,2023-10-29,North,Chandigarh,Cloud Computing,Online,92095,100,Dropped,Not Eligible
4010704,2021-07-02,West,Mumbai,AI / ML,Online,128505,92,Completed,Placed
4010705,2024-05-13,East,Bhubaneswar,Web Development,Online,62199,52,Completed,Placed
4010706,2024-07-07,North,Chandigarh,Python,Online,65392,49,Completed,Placed
4010707,2024-11-30,West,Mumbai,Python,Online,62494,71,Ongoing,Not Eligible
4010708,2023-03-15,West,Pune,Web Development,Offline,55656,77,Completed,Placed
4010709,2021-10-29,South,Bangalore,Web Development,Offline,80899,47,Completed,Not Placed
4010710,2023-06-15,North,Lucknow,Cloud Computing,Hybrid,95436,56,Ongoing,Not Eligible
4010711,2022-07-07,South,Hyderabad,Cyber Security,Hybrid,102274,46,Completed,Not Placed
4010712,2022-06-09,North,Delhi,Data Science,Online,124022,58,Dropped,Not Eligible
4010713,2021-09-25,North,Chandigarh,Data Science,Online,115339,41,Completed,Not Placed
4010714,2024-04-25,West,Mumbai,AI / ML,Online,129948,84,Dropped,Not Eligible
4010715,2022-11-04,West,Ahmedabad,Data Science,Online,130660,54,Dropped,Not Eligible
4010716,2021-05-13,West,Pune,Python,Online,68489,72,Dropped,Not Eligible
4010717,2024-04-30,North,Delhi,Data Science,Offline,129809,65,Completed,Not Placed
4010718,2023-11-09,Central,Bhopal,AI / ML,Offline,117415,42,Completed,Not Placed
4010719,2024-02-05,West,Pune,Cloud Computing,Online,97999,78,Completed,Placed
4010720,2021-04-12,West,Mumbai,Cyber Security,Online,97490,46,Completed,Not Placed
4010721,2023-07-25,West,Mumbai,Cloud Computing,Online,88313,91,Completed,Placed
4010722,2021-11-26,North,Chandigarh,Cyber Security,Online,97995,48,Completed,Not Placed
4010723,2024-03-18,West,Pune,AI / ML,Online,119583,63,Completed,Not Placed
4010724,2023-11-19,West,Ahmedabad,Python,Offline,52596,55,Completed,Placed
4010725,2022-09-26,North,Delhi,Web Development,Online,67339,52,Dropped,Not Eligible
4010726,2023-10-11,South,Bangalore,Python,Online,56527,55,Dropped,Not Eligible
4010727,2022-05-29,West,Mumbai,Web Development,Online,72862,70,Completed,Placed
4010728,2023-03-30,South,Chennai,Python,Online,64789,49,Ongoing,Not Eligible
4010729,2021-11-02,North,Delhi,Cyber Security,Online,90135,76,Ongoing,Not Eligible
4010730,2024-02-18,East,Bhubaneswar,Cyber Security,Online,80980,63,Ongoing,Not Eligible
4010731,2023-01-21,Central,Bhopal,Data Science,Offline,122517,59,Completed,Not Placed
4010732,2022-11-04,Central,Indore,Cloud Computing,Online,78466,68,Completed,Not Placed
4010733,2021-04-04,North,Lucknow,Cloud Computing,Online,102912,59,Completed,Placed
4010734,2023-07-07,West,Ahmedabad,Data Science,Online,138338,98,Dropped,Not Eligible
4010735,2021-03-20,Central,Bhopal,Python,Offline,69443,58,Completed,Placed
4010736,2021-12-10,East,Kolkata,Python,Online,42338,71,Dropped,Not Eligible
4010737,2022-04-10,South,Hyderabad,Python,Online,57513,93,Ongoing,Not Eligible
4010738,2023-02-15,West,Pune,Web Development,Online,57137,64,Completed,Placed
4010739,2022-08-20,West,Mumbai,Web Development,Hybrid,62087,81,Dropped,Not Eligible
4010740,2022-09-27,North,Delhi,Python,Online,37554,60,Completed,Not Placed
4010741,2023-05-24,South,Bangalore,AI / ML,Online,140189,64,Completed,Not Placed
4010742,2023-01-20,East,Kolkata,AI / ML,Online,137833,94,Completed,Not Placed
4010743,2024-10-13,East,Bhubaneswar,AI / ML,Online,126857,37,Completed,Not Placed
4010744,2022-08-06,North,Delhi,Cyber Security,Hybrid,109844,60,Completed,Not Placed
4010745,2022-06-06,West,Ahmedabad,Python,Online,57612,47,Dropped,Not Eligible
4010746,2021-01-26,West,Pune,Data Science,Online,127940,20,Dropped,Not Eligible
4010747,2022-05-01,East,Bhubaneswar,Python,Hybrid,56364,90,Completed,Not Placed
4010748,2021-12-25,West,Ahmedabad,Web Development,Online,80430,63,Completed,Not Placed
4010749,2023-03-19,North,Lucknow,AI / ML,Online,125036,77,Ongoing,Not Eligible
4010750,2023-05-23,South,Bangalore,AI / ML,Online,138657,84,Ongoing,Not Eligible
4010751,2023-05-06,South,Bangalore,Cloud Computing,Online,103442,80,Completed,Not Placed
4010752,2021-02-03,West,Mumbai,Cyber Security,Online,90371,58,Dropped,Not Eligible
4010753,2022-08-07,West,Pune,Cyber Security,Hybrid,84726,63,Completed,Placed
4010754,2023-09-26,South,Hyderabad,Data Science,Offline,122357,66,Dropped,Not Eligible
4010755,2023-11-02,South,Hyderabad,Python,Offline,64031,76,Completed,Placed
4010756,2022-10-12,West,Pune,Web Development,Online,66162,66,Completed,Not Placed
4010757,2024-12-07,West,Ahmedabad,Web Development,Online,71404,61,Completed,Placed
4010758,2024-07-27,West,Pune,Cyber Security,Online,96091,50,Completed,Not Placed
4010759,2022-09-09,East,Kolkata,Cloud Computing,Offline,82981,67,Ongoing,Not Eligible
4010760,2021-04-20,East,Bhubaneswar,Web Development,Online,63169,63,Ongoing,Not Eligible
4010761,2023-10-04,East,Bhubaneswar,Data Science,Hybrid,114957,43,Completed,Not Placed
4010762,2024-03-22,Central,Bhopal,Web Development,Hybrid,75969,49,Completed,Not Placed
4010763,2024-07-04,North,Lucknow,Web Development,Online,74511,80,Completed,Placed
4010764,2021-04-08,North,Delhi,Cloud Computing,Hybrid,85724,50,Ongoing,Not Eligible
4010765,2024-03-04,East,Bhubaneswar,Cloud Computing,Offline,86242,71,Dropped,Not Eligible
4010766,2023-04-23,South,Hyderabad,Cloud Computing,Offline,79100,57,Completed,Not Placed
4010767,2023-06-26,East,Kolkata,Cyber Security,Hybrid,98557,83,Completed,Not Placed
4010768,2022-07-30,North,Delhi,Cloud Computing,Online,89748,100,Ongoing,Not Eligible
4010769,2024-12-13,North,Delhi,Web Development,Hybrid,70448,67,Completed,Not Placed
4010770,2022-12-05,West,Pune,Python,Online,57957,53,Completed,Not Placed
4010771,2023-02-11,South,Bangalore,Data Science,Online,114782,77,Completed,Placed
4010772,2021-02-19,North,Chandigarh,Python,Online,71928,24,Completed,Not Placed
4010773,2022-08-04,North,Delhi,Data Science,Online,119495,79,Ongoing,Not Eligible
4010774,2024-11-12,East,Kolkata,Cyber Security,Offline,89801,81,Ongoing,Not Eligible
4010775,2022-01-24,South,Hyderabad,Web Development,Hybrid,60602,62,Completed,Not Placed
4010776,2021-12-09,Central,Indore,AI / ML,Offline,126149,40,Ongoing,Not Eligible
4010777,2024-08-29,North,Chandigarh,Data Science,Online,115871,75,Ongoing,Not Eligible
4010778,2023-06-18,East,Kolkata,Python,Online,82806,61,Completed,Placed
4010779,2021-01-07,North,Lucknow,AI / ML,Online,140581,69,Completed,Not Placed
4010780,2022-05-27,Central,Bhopal,AI / ML,Online,139585,51,Completed,Not Placed
4010781,2022-05-16,South,Bangalore,AI / ML,Offline,128642,52,Completed,Placed
4010782,2022-06-15,East,Kolkata,Python,Online,60603,81,Ongoing,Not Eligible
4010783,2023-12-21,East,Kolkata,Cyber Security,Online,77242,100,Completed,Not Placed
4010784,2021-12-11,West,Mumbai,Python,Online,56227,56,Ongoing,Not Eligible
4010785,2022-10-24,East,Bhubaneswar,Cloud Computing,Online,90629,47,Completed,Not Placed
4010786,2024-11-18,Central,Indore,Cyber Security,Hybrid,88909,57,Ongoing,Not Eligible
4010787,2023-10-24,South,Bangalore,Python,Offline,47764,70,Completed,Not Placed
4010788,2024-12-04,South,Hyderabad,Web Development,Offline,71837,35,Completed,Placed
4010789,2022-11-12,West,Pune,Python,Online,43266,62,Completed,Not Placed
4010790,2021-10-06,North,Lucknow,Web Development,Hybrid,75523,69,Completed,Not Placed
4010791,2024-12-28,West,Mumbai,Web Development,Offline,50489,70,Completed,Not Placed
4010792,2024-03-13,South,Hyderabad,Cyber Security,Online,97482,65,Completed,Placed
4010793,2023-04-26,West,Mumbai,Python,Offline,78897,33,Completed,Not Placed
4010794,2022-08-12,North,Chandigarh,Cyber Security,Online,96864,80,Ongoing,Not Eligible
4010795,2021-11-03,West,Mumbai,AI / ML,Offline,121304,79,Dropped,Not Eligible
4010796,2021-06-19,North,Chandigarh,Python,Hybrid,71120,74,Ongoing,Not Eligible
4010797,2023-05-05,West,Mumbai,Data Science,Online,117138,28,Completed,Not Placed
4010798,2022-08-26,North,Lucknow,Cloud Computing,Hybrid,98292,73,Completed,Not Placed
4010799,2023-07-17,North,Lucknow,Data Science,Online,119300,78,Completed,Placed
4010800,2022-08-21,North,Delhi,Python,Offline,63547,45,Dropped,Not Eligible
4010801,2021-09-01,East,Bhubaneswar,Python,Online,54791,19,Completed,Not Placed
4010802,2024-01-29,North,Delhi,AI / ML,Offline,124825,60,Completed,Not Placed
4010803,2021-02-16,South,Bangalore,Web Development,Online,74214,59,Completed,Placed
4010804,2021-05-25,East,Bhubaneswar,AI / ML,Offline,128683,76,Completed,Not Placed
4010805,2024-04-06,South,Hyderabad,Web Development,Online,77308,61,Completed,Placed
4010806,2023-08-08,South,Chennai,Web Development,Offline,70423,100,Ongoing,Not Eligible
4010807,2022-02-27,North,Lucknow,AI / ML,Online,138005,91,Completed,Placed
4010808,2023-01-02,East,Kolkata,AI / ML,Online,143193,75,Completed,Not Placed
4010809,2024-01-18,North,Delhi,AI / ML,Offline,137871,58,Dropped,Not Eligible
4010810,2022-08-24,Central,Indore,Data Science,Offline,119636,100,Completed,Not Placed
4010811,2022-03-27,West,Mumbai,Cyber Security,Hybrid,82834,72,Completed,Not Placed
4010812,2023-04-13,Central,Bhopal,Cyber Security,Online,90316,85,Completed,Not Placed
4010813,2021-08-31,West,Mumbai,Python,Hybrid,64024,40,Completed,Not Placed
4010814,2021-01-03,West,Mumbai,AI / ML,Offline,124616,43,Completed,Not Placed
4010815,2024-07-19,Central,Bhopal,Cloud Computing,Offline,81017,72,Completed,Not Placed
4010816,2024-05-04,South,Hyderabad,Web Development,Online,59738,89,Dropped,Not Eligible
4010817,2021-02-25,Central,Bhopal,Web Development,Hybrid,69462,60,Dropped,Not Eligible
4010818,2023-11-26,West,Pune,Python,Online,41245,47,Completed,Not Placed
4010819,2021-08-26,South,Chennai,Python,Online,51394,66,Completed,Not Placed
4010820,2024-07-18,South,Hyderabad,Web Development,Offline,60899,47,Dropped,Not Eligible
4010821,2023-03-15,South,Bangalore,Data Science,Online,111300,62,Completed,Placed
4010822,2022-05-12,West,Ahmedabad,AI / ML,Online,123306,66,Completed,Placed
4010823,2023-09-27,East,Bhubaneswar,Data Science,Hybrid,108287,53,Dropped,Not Eligible
4010824,2022-12-06,East,Kolkata,Data Science,Offline,121216,60,Completed,Not Placed
4010825,2024-07-26,Central,Bhopal,Cloud Computing,Offline,88447,65,Dropped,Not Eligible
4010826,2023-09-21,Central,Indore,Data Science,Offline,111092,77,Completed,Placed
4010827,2022-03-12,West,Pune,Cloud Computing,Offline,93832,56,Completed,Not Placed
4010828,2021-06-25,South,Bangalore,Python,Online,49489,92,Completed,Not Placed
4010829,2022-04-17,East,Bhubaneswar,Python,Online,84800,73,Dropped,Not Eligible
4010830,2023-11-10,South,Chennai,Data Science,Online,126077,86,Dropped,Not Eligible
4010831,2023-12-16,West,Pune,Cyber Security,Online,96625,41,Ongoing,Not Eligible
4010832,2021-07-29,West,Mumbai,Cloud Computing,Online,77342,82,Ongoing,Not Eligible
4010833,2022-01-26,West,Mumbai,Data Science,Offline,113644,78,Completed,Placed
4010834,2024-02-11,South,Hyderabad,Cyber Security,Online,96140,65,Completed,Not Placed
4010835,2021-03-13,North,Chandigarh,Data Science,Hybrid,119610,50,Completed,Not Placed
4010836,2022-12-14,North,Delhi,Data Science,Online,135955,40,Completed,Not Placed
4010837,2024-08-14,West,Ahmedabad,Python,Online,49756,77,Ongoing,Not Eligible
4010838,2022-06-20,West,Mumbai,Web Development,Hybrid,75291,96,Completed,Placed
4010839,2023-11-18,West,Mumbai,AI / ML,Hybrid,126663,65,Completed,Not Placed
4010840,2021-01-10,North,Lucknow,Cloud Computing,Online,86406,67,Dropped,Not Eligible
4010841,2021-03-13,West,Pune,Cyber Security,Online,93822,100,Completed,Placed
4010842,2024-08-30,West,Pune,AI / ML,Online,128327,31,Completed,Not Placed
4010843,2022-09-02,South,Bangalore,Python,Hybrid,61553,90,Completed,Not Placed
4010844,2023-10-19,North,Lucknow,AI / ML,Online,131247,47,Completed,Not Placed
4010845,2022-07-21,South,Chennai,AI / ML,Online,130277,42,Completed,Not Placed
4010846,2021-05-18,North,Chandigarh,Web Development,Hybrid,88704,60,Completed,Not Placed
4010847,2022-07-22,West,Ahmedabad,Cloud Computing,Online,92965,89,Completed,Not Placed
4010848,2023-05-16,North,Chandigarh,AI / ML,Online,135025,57,Completed,Not Placed
4010849,2022-08-27,North,Chandigarh,Cloud Computing,Offline,95907,44,Completed,Not Placed
4010850,2024-05-19,West,Pune,Cyber Security,Online,88987,47,Ongoing,Not Eligible
4010851,2021-03-31,East,Bhubaneswar,Data Science,Online,109261,93,Completed,Not Placed
4010852,2022-05-19,West,Ahmedabad,Python,Hybrid,55167,70,Ongoing,Not Eligible
4010853,2021-08-10,West,Pune,Cyber Security,Online,86555,62,Ongoing,Not Eligible
4010854,2024-01-14,East,Kolkata,Cloud Computing,Online,77244,50,Ongoing,Not Eligible
4010855,2024-01-17,West,Mumbai,Python,Offline,53355,49,Dropped,Not Eligible
4010856,2023-02-07,West,Pune,Web Development,Online,57379,60,Completed,Not Placed
4010857,2021-06-05,South,Hyderabad,Web Development,Offline,75455,76,Completed,Not Placed
4010858,2024-01-23,North,Lucknow,Python,Online,58341,54,Ongoing,Not Eligible
4010859,2021-02-08,West,Mumbai,Data Science,Hybrid,106358,57,Dropped,Not Eligible
4010860,2022-06-03,South,Chennai,Web Development,Online,72284,80,Completed,Placed
4010861,2022-12-01,West,Pune,Python,Online,58051,42,Completed,Not Placed
4010862,2022-07-03,East,Bhubaneswar,Python,Offline,57499,76,Ongoing,Not Eligible
4010863,2023-02-25,West,Ahmedabad,Web Development,Offline,54953,68,Dropped,Not Eligible
4010864,2022-07-01,South,Bangalore,Python,Online,80926,79,Completed,Placed
4010865,2024-08-22,Central,Indore,Web Development,Offline,72163,51,Completed,Placed
4010866,2022-01-10,North,Delhi,Cloud Computing,Online,87371,75,Completed,Placed
4010867,2024-11-11,East,Kolkata,Web Development,Hybrid,73539,88,Ongoing,Not Eligible
4010868,2024-10-06,South,Hyderabad,Web Development,Hybrid,62910,69,Completed,Not Placed
4010869,2024-10-02,West,Mumbai,Python,Offline,60267,74,Completed,Not Placed
4010870,2024-02-13,North,Lucknow,Web Development,Online,72316,78,Dropped,Not Eligible
4010871,2021-11-05,East,Kolkata,Web Development,Online,74662,77,Completed,Not Placed
4010872,2021-03-09,North,Lucknow,Data Science,Online,114641,83,Completed,Placed
4010873,2022-04-20,Central,Bhopal,Data Science,Online,117826,43,Dropped,Not Eligible
4010874,2024-12-08,West,Ahmedabad,Web Development,Online,75088,56,Ongoing,Not Eligible
4010875,2024-11-04,North,Lucknow,Web Development,Online,76208,69,Completed,Not Placed
4010876,2024-02-14,North,Chandigarh,AI / ML,Online,124364,83,Ongoing,Not Eligible
4010877,2022-10-08,North,Delhi,Web Development,Online,85090,79,Completed,Placed
4010878,2024-07-31,South,Chennai,Python,Online,64974,80,Completed,Placed
4010879,2023-10-18,South,Bangalore,Web Development,Offline,56667,57,Completed,Not Placed
4010880,2021-06-29,West,Ahmedabad,Python,Online,55069,93,Ongoing,Not Eligible
4010881,2022-05-04,Central,Indore,Python,Hybrid,70569,80,Completed,Placed
4010882,2024-12-05,East,Bhubaneswar,Data Science,Online,120462,90,Completed,Placed
4010883,2021-10-24,North,Chandigarh,Cloud Computing,Offline,75427,55,Completed,Not Placed
4010884,2023-12-13,Central,Bhopal,Python,Online,42069,83,Ongoing,Not Eligible
4010885,2023-12-13,East,Kolkata,Cloud Computing,Online,99181,52,Completed,Placed
4010886,2023-11-12,West,Pune,Python,Offline,76939,60,Completed,Placed
4010887,2022-04-21,Central,Indore,Python,Online,84503,52,Completed,Placed
4010888,2022-11-08,South,Hyderabad,Cloud Computing,Online,89592,80,Ongoing,Not Eligible
4010889,2023-02-18,South,Hyderabad,Python,Offline,59379,75,Completed,Placed
4010890,2024-05-10,North,Chandigarh,AI / ML,Online,131622,68,Completed,Placed
4010891,2023-10-24,West,Pune,Cloud Computing,Online,90287,63,Completed,Not Placed
4010892,2024-03-06,Central,Indore,Python,Online,62836,71,Completed,Placed
4010893,2024-08-27,Central,Indore,Cyber Security,Online,82265,60,Completed,Not Placed
4010894,2024-03-28,West,Mumbai,Python,Online,54357,82,Dropped,Not Eligible
4010895,2024-06-27,North,Lucknow,AI / ML,Online,134104,39,Completed,Not Placed
4010896,2022-04-07,East,Bhubaneswar,Web Development,Online,82357,71,Completed,Not Placed
4010897,2023-06-02,East,Kolkata,Data Science,Offline,119998,83,Dropped,Not Eligible
4010898,2023-11-06,North,Chandigarh,Data Science,Hybrid,132399,51,Completed,Not Placed
4010899,2023-01-17,East,Bhubaneswar,Python,Online,45142,84,Completed,Placed
4010900,2023-02-06,North,Lucknow,Web Development,Offline,63903,58,Completed,Placed
4010901,2023-12-03,South,Bangalore,Cloud Computing,Hybrid,78344,55,Completed,Placed
4010902,2024-09-16,North,Delhi,Cyber Security,Hybrid,86539,53,Ongoing,Not Eligible
4010903,2021-07-12,North,Lucknow,AI / ML,Online,132829,66,Completed,Not Placed
4010904,2022-03-26,West,Ahmedabad,Data Science,Offline,133894,38,Completed,Not Placed
4010905,2023-01-06,West,Ahmedabad,Web Development,Online,83195,56,Completed,Placed
4010906,2021-08-05,East,Kolkata,Data Science,Online,105279,88,Completed,Placed
4010907,2022-12-31,South,Bangalore,Python,Hybrid,60440,63,Completed,Not Placed
4010908,2024-04-26,North,Chandigarh,Cyber Security,Online,100629,60,Completed,Not Placed
4010909,2022-07-31,North,Lucknow,Web Development,Hybrid,76314,91,Ongoing,Not Eligible
4010910,2023-05-02,North,Delhi,AI / ML,Offline,123635,46,Completed,Not Placed
4010911,2022-12-04,East,Kolkata,Cloud Computing,Online,79446,44,Ongoing,Not Eligible
4010912,2024-03-31,North,Chandigarh,Web Development,Online,67801,62,Ongoing,Not Eligible
4010913,2023-03-19,West,Mumbai,Python,Online,55543,63,Completed,Not Placed
4010914,2023-11-10,North,Delhi,Web Development,Online,83334,43,Ongoing,Not Eligible
4010915,2022-02-19,North,Lucknow,Data Science,Hybrid,124534,85,Completed,Not Placed
4010916,2023-08-01,West,Ahmedabad,Cloud Computing,Online,112351,48,Ongoing,Not Eligible
4010917,2024-07-23,North,Chandigarh,Python,Online,50413,86,Dropped,Not Eligible
4010918,2021-09-14,Central,Bhopal,Cyber Security,Offline,103629,65,Completed,Not Placed
4010919,2022-09-15,North,Lucknow,AI / ML,Online,127842,67,Dropped,Not Eligible
4010920,2024-07-02,North,Lucknow,Python,Offline,59857,53,Dropped,Not Eligible
4010921,2024-04-09,Central,Bhopal,Python,Online,65291,46,Completed,Not Placed
4010922,2022-01-21,Central,Bhopal,Data Science,Offline,123929,52,Completed,Not Placed
4010923,2022-02-11,Central,Indore,Python,Offline,69869,58,Completed,Not Placed
4010924,2023-10-31,East,Kolkata,Cloud Computing,Online,93213,70,Completed,Not Placed
4010925,2023-11-30,Central,Bhopal,Cloud Computing,Online,90523,75,Completed,Placed
4010926,2022-06-02,East,Kolkata,Web Development,Offline,71042,100,Completed,Placed
4010927,2022-06-28,West,Mumbai,Python,Online,43673,61,Completed,Not Placed
4010928,2021-04-04,South,Hyderabad,AI / ML,Online,129010,70,Completed,Not Placed
4010929,2024-08-27,West,Pune,Cyber Security,Offline,88937,100,Completed,Placed
4010930,2022-01-11,North,Delhi,Data Science,Online,112079,55,Ongoing,Not Eligible
4010931,2022-08-29,South,Hyderabad,Cloud Computing,Online,88051,61,Completed,Placed
4010932,2021-08-28,North,Lucknow,Python,Hybrid,61959,64,Completed,Not Placed
